weeks,year,temp_num_max_max,temp_num_max_min,temp_num_max_mean,temp_num_min_max,temp_num_min_min,temp_num_min_mean,temp_num_mean_max,temp_num_mean_min,temp_num_mean_mean,feels_num_max_max,feels_num_max_min,feels_num_max_mean,feels_num_min_max,feels_num_min_min,feels_num_min_mean,feels_num_mean_max,feels_num_mean_min,feels_num_mean_mean,gust_num_max_max,gust_num_max_min,gust_num_max_mean,gust_num_min_max,gust_num_min_min,gust_num_min_mean,gust_num_mean_max,gust_num_mean_min,gust_num_mean_mean,rain_num_max_max,rain_num_max_min,rain_num_max_mean,rain_num_min_max,rain_num_min_min,rain_num_min_mean,rain_num_mean_max,rain_num_mean_min,rain_num_mean_mean,humid_num_max_max,humid_num_max_min,humid_num_max_mean,humid_num_min_max,humid_num_min_min,humid_num_min_mean,humid_num_mean_max,humid_num_mean_min,humid_num_mean_mean,cloud_num_max_max,cloud_num_max_min,cloud_num_max_mean,cloud_num_min_max,cloud_num_min_min,cloud_num_min_mean,cloud_num_mean_max,cloud_num_mean_min,cloud_num_mean_mean,illum_max,illum_min,illum_mean,Ah1n1,Ah3,B,Label_AH1N1,Label_AH3,Label_B
34,2012,33,31,32,25,24,24.57142857,27.875,26.875,27.53571429,41,38,39.14285714,29,27,28.57142857,33.625,31.625,32.71428571,31,14,20.42857143,9,4,6.714285714,15.375,9.75,12.28571429,10.6,0,5.171428571,0,0,0,1.5125,0,0.823214286,95,88,92.57142857,66,59,63.28571429,86.25,76.125,81.96428571,100,55,78.42857143,40,15,23.57142857,55.375,33.875,43.80357143,41,0,20.71428571,0,3,6,normal,normal,normal
35,2012,32,28,30.42857143,25,24,24.42857143,27.375,25.75,26.82142857,40,33,37.28571429,29,28,28.14285714,33.125,29.5,31.75,26,15,19,15,7,10.28571429,17.125,12.125,14.14285714,5.8,0.1,2.371428571,0,0,0,1,0.0125,0.428571429,96,93,94.28571429,80,63,70.85714286,87.375,81,84.76785714,82,34,60.28571429,34,11,23.57142857,53.625,21.75,39.375,48,0,21.71428571,0,0,0,normal,normal,normal
36,2012,33,29,30.14285714,26,23,24.42857143,28,25.5,26.64285714,40,34,36,30,26,28.14285714,33.875,28.875,31.19642857,29,11,17.85714286,12,4,8.428571429,17.25,7.75,13.14285714,13.9,0,4.657142857,0,0,0,4.5875,0,1.4625,97,94,95,77,58,70.28571429,89,78.875,85.875,100,63,83.28571429,51,15,35.85714286,72.125,34.375,56.28571429,97,55,76,0,2,1,normal,normal,warning
37,2012,32,26,30,25,24,24.42857143,27.75,24.75,26.53571429,41,29,36.42857143,29,27,28.28571429,33.75,28.375,31.21428571,27,14,19.14285714,11,3,6.714285714,15.25,8.375,12.26785714,9.4,0.7,4.771428571,0,0,0,1.275,0.0875,0.891071429,97,91,94.28571429,87,62,71.42857143,92.25,80.625,86.16071429,100,62,88,57,26,40.28571429,83.625,44.5,63.125,97,55,76,0,0,12,normal,normal,danger
38,2012,32,28,30.14285714,24,23,23.57142857,26.75,25.5,26.26785714,38,33,36.42857143,28,26,27.28571429,31.875,29,30.91071429,22,16,19.28571429,14,2,6.571428571,16.125,8.125,12.375,6.9,0.2,4.2,0,0,0,1.6125,0.05,0.760714286,97,94,95.71428571,80,63,70.42857143,90.25,83.75,86.64285714,100,54,79.14285714,58,19,30.42857143,78.75,32.125,51.73214286,48,7,27.57142857,0,2,8,normal,normal,warning
39,2012,31,26,29.14285714,24,23,23.85714286,26.75,24.625,25.94642857,39,31,35.57142857,28,26,27.28571429,32.125,28.625,30.58928571,27,13,17.85714286,9,2,5,15.625,7.875,10.71428571,5.5,0.3,2.585714286,0,0,0,0.95,0.1,0.4625,99,95,97.28571429,87,68,76.42857143,94.125,86.5,89.83928571,100,90,98.57142857,50,28,40.14285714,76.75,54.5,63.92857143,34,0,14.85714286,0,3,7,normal,normal,warning
40,2012,31,28,29.71428571,24,24,24,26.625,25.625,26.23214286,38,34,36.71428571,28,27,27.71428571,31.875,29.875,31.25,22,11,15.28571429,7,1,3.857142857,12.375,5.625,8.982142857,9.4,0.4,5.428571429,0,0,0,1.775,0.0625,1.032142857,98,96,96.85714286,81,73,75.42857143,91.875,87.75,89.48214286,100,59,90.71428571,51,24,43.42857143,78.375,46.875,64.03571429,83,41,62,0,3,7,normal,normal,warning
41,2012,32,29,31.28571429,24,23,23.28571429,27.125,26.125,26.78571429,41,37,39.28571429,28,27,27.14285714,33,30.875,32,20,14,17.57142857,6,1,3.428571429,11,7.375,9.125,4.9,0.4,1.785714286,0,0,0,0.8375,0.15,0.316071429,99,92,95,77,60,65.57142857,89.75,81.5,83.875,100,32,59,35,8,20.57142857,74.25,17.875,36.19642857,97,69,86,0,7,15,normal,normal,danger
42,2012,33,31,32.14285714,24,23,23.28571429,27.375,26.5,26.89285714,43,39,40.85714286,28,27,27.28571429,33.125,31.375,32.39285714,20,11,16.28571429,6,2,3.571428571,11.625,8.5,9.589285714,1.8,0,0.514285714,0,0,0,0.25,0,0.073214286,94,91,92.57142857,66,58,61.14285714,83.25,77.75,80.17857143,82,25,43.14285714,25,0,10.14285714,36.125,12.875,22.67857143,62,21,41.28571429,0,0,6,normal,normal,warning
43,2012,34,31,32.14285714,25,23,24,28,26.875,27.16071429,46,38,40.71428571,29,27,28,34.5,31.625,32.92857143,18,12,14.42857143,8,2,3.285714286,11.75,6.875,8.446428571,4.9,0,1.357142857,0,0,0,0.6125,0,0.178571429,96,88,92.71428571,67,55,61.14285714,84.75,77,80.80357143,100,26,65.57142857,46,0,18.57142857,69.125,15.875,36.32142857,21,0,9,0,2,14,normal,normal,danger
44,2012,33,31,31.85714286,24,23,23.85714286,27.375,26.75,27.03571429,41,38,39.28571429,28,27,27.42857143,33.25,31.5,32.39285714,17,13,15.42857143,6,2,4.428571429,11.875,7.375,9.946428571,6,0,2.657142857,0,0,0,1.9625,0,0.516071429,96,92,94.28571429,65,59,62.71428571,84.625,81.5,82.46428571,76,33,51.42857143,15,7,10.42857143,46,16.875,29.30357143,76,28,51.14285714,0,0,11,normal,normal,warning
45,2012,33,31,32,24,23,23.85714286,27.375,26.625,27.10714286,42,38,40.57142857,28,27,27.57142857,33.125,31.625,32.625,22,11,16.57142857,4,1,2.714285714,11,6.5,8.607142857,5.5,0,1.642857143,0,0,0,0.75,0,0.241071429,96,90,92.85714286,68,58,62.71428571,84.125,77.875,81,54,25,43.71428571,18,7,11.14285714,35.5,13.75,24.73214286,97,76,88,0,3,20,normal,normal,danger
46,2012,32,25,30,25,22,23.42857143,27.5,23.5,26.01785714,41,29,36.42857143,28,25,26.71428571,32.625,26.75,30.55357143,24,11,17.85714286,12,1,6.428571429,15.5,6.875,12.17857143,4.7,0.1,1.771428571,0,0,0,0.7,0.0125,0.273214286,98,89,94,90,57,69.85714286,94.625,78,85.375,100,33,73.14285714,57,4,23.14285714,73.75,16.5,45.625,69,28,48.14285714,0,2,17,normal,normal,warning
47,2012,33,31,31.85714286,24,23,23.85714286,27.25,26.875,27.08928571,40,37,38.57142857,28,26,27.42857143,32.25,31.25,31.875,24,15,19.28571429,12,5,8.428571429,17.375,9.625,12.80357143,6.8,0.1,2.671428571,0,0,0,0.8625,0.0125,0.3375,96,88,91.42857143,64,56,60.85714286,82.875,77.5,80.26785714,86,35,52.57142857,27,7,14.28571429,37.875,19,29.94642857,21,0,9,0,3,12,normal,normal,warning
48,2012,33,32,32.42857143,24,23,23.28571429,27.375,26.75,26.96428571,48,37,39.57142857,27,26,26.57142857,33.25,31,31.67857143,24,17,20.85714286,15,7,11.71428571,17.75,12.75,15.92857143,1.5,0,0.228571429,0,0,0,0.1875,0,0.028571429,91,86,89,58,52,54.71428571,77.875,73.875,75.42857143,50,13,31.85714286,9,0,4.571428571,18,7.625,11.78571429,62,21,41.28571429,0,2,22,normal,normal,danger
49,2012,32,31,31.85714286,24,23,23.42857143,27.25,26.625,26.91071429,42,38,38.85714286,28,26,26.85714286,32.5,30.75,31.69642857,22,13,17,4,1,2.285714286,10.875,7.75,9.196428571,4.2,0,1,0,0,0,0.6875,0,0.157142857,95,84,89.57142857,61,53,56.14285714,79.625,73.5,75.94642857,74,26,50.14285714,12,0,5.142857143,40.5,13.625,25.96428571,97,69,86,0,4,20,normal,normal,warning
50,2012,33,32,32.14285714,24,23,23.42857143,27.75,26.875,27.16071429,39,37,38,29,26,27.28571429,32.5,31.375,31.73214286,21,11,16,9,0,3.857142857,13.125,6.5,9.071428571,4.4,0,1.157142857,0,0,0,0.55,0,0.144642857,96,86,91,60,53,55.14285714,78.375,74,76.66071429,69,42,58.14285714,15,6,9.714285714,33.75,19.875,26.625,83,41,62,0,5,15,normal,normal,warning
51,2012,34,33,33.28571429,25,24,24.28571429,28.125,27.5,27.82142857,49,39,41.57142857,28,26,27.71428571,35,32,32.96428571,19,13,15.71428571,8,2,4.428571429,12.375,6,10.30357143,2.6,0,0.514285714,0,0,0,0.325,0,0.064285714,85,79,82.28571429,53,47,49.42857143,72.5,67.375,69.875,70,18,46.57142857,6,0,3.142857143,21.5,4.875,16.57142857,34,0,14.85714286,0,3,9,normal,normal,normal
52,2012,33,29,31.28571429,25,22,23.28571429,27.625,25.75,26.73214286,40,32,36.14285714,28,23,26.28571429,32.875,28.25,30.48214286,21,9,15.14285714,7,2,4.714285714,14,5,9.464285714,0.2,0,0.042857143,0,0,0,0.025,0,0.007142857,89,77,82.85714286,59,48,52.57142857,73.75,66.75,70.14285714,74,26,54.28571429,26,5,13.85714286,44.125,14.625,29.75,48,7,27.57142857,0,5,6,normal,normal,normal
1,2013,34,25,30.14285714,24,22,23,27.75,24,26.01785714,39,28,35,27,23,26,31.875,26.625,29.57142857,19,5,11,8,1,3.571428571,12.25,3.625,7.178571429,3.1,0,1.042857143,0,0,0,0.7125,0,0.201785714,96,78,84.85714286,77,46,58.85714286,91,67.5,74.51785714,100,23,59,59,7,18.42857143,86.875,15,39.57142857,97,76,88,0,1,6,normal,normal,normal
2,2013,32,31,31.28571429,23,22,22.57142857,26.75,25.625,26.125,38,35,36.28571429,27,23,26,31.125,28.875,29.98214286,22,13,16.57142857,5,1,2.285714286,9.625,7.25,8.714285714,2,0,0.642857143,0,0,0,0.375,0,0.1125,96,89,91.42857143,61,45,53.14285714,82,70.875,76.16071429,91,17,47.42857143,34,3,14,53.75,10,28.33928571,76,34,55,0,3,4,normal,normal,normal
3,2013,33,31,31.57142857,24,21,21.85714286,27.5,25.25,26.01785714,40,34,36.42857143,26,22,23.57142857,30.75,27.25,28.94642857,24,12,16.71428571,4,0,2.571428571,10.875,8,9.142857143,0.1,0,0.014285714,0,0,0,0.0125,0,0.001785714,90,74,81.71428571,49,39,44.28571429,72.875,62.875,65.78571429,58,14,37.71428571,17,1,9.571428571,33.5,6,22.53571429,28,0,11,0,0,5,normal,normal,normal
4,2013,33,32,32.28571429,24,22,22.85714286,27.125,26.125,26.46428571,38,36,36.57142857,26,25,25.85714286,30.375,29,29.625,24,17,20.71428571,4,1,2.571428571,13.75,10.375,11.92857143,3.8,0,0.642857143,0,0,0,0.475,0,0.080357143,87,79,83.28571429,52,45,47.71428571,70.75,65.875,68.51785714,90,28,50.71428571,16,6,9.142857143,40.5,14.125,24.91071429,55,14,34.42857143,1,1,3,normal,normal,normal
5,2013,36,32,34.28571429,25,23,23.57142857,29,26.75,27.80357143,39,37,38.14285714,28,25,26.14285714,32.125,29.875,30.625,23,16,20.28571429,12,2,6.428571429,17.5,8.625,12.71428571,0,0,0,0,0,0,0,0,0,84,68,75.42857143,47,36,39.85714286,67.375,55.75,60.44642857,80,34,53.71428571,18,4,8.714285714,41,18.875,25.94642857,97,62,83,3,1,1,normal,normal,normal
6,2013,35,33,34.28571429,24,23,23.71428571,28.5,27.625,27.89285714,41,38,39.42857143,27,26,26.85714286,31.875,31,31.41071429,25,16,21.28571429,6,1,3.142857143,14.375,9.125,11.625,1,0,0.157142857,0,0,0,0.125,0,0.019642857,88,74,80.85714286,44,38,41.71428571,71.25,59.125,64.55357143,55,23,39.28571429,10,4,7.285714286,29.25,13.625,20.33928571,83,41,62,1,3,2,normal,normal,normal
7,2013,36,36,36,25,22,23.85714286,29.25,27.5,28.625,45,39,41.28571429,28,26,27,33.125,30.875,32.01785714,26,15,20.28571429,8,2,4.857142857,14.375,10.5,12.25,0.2,0,0.028571429,0,0,0,0.025,0,0.003571429,78,70,74.14285714,37,28,33.42857143,60.375,54.625,57.23214286,46,6,24.42857143,12,0,5.428571429,29.25,2.875,13.66071429,34,0,14.85714286,0,0,0,normal,normal,normal
8,2013,36,25,33.28571429,25,22,23.28571429,29.125,24.375,27.46428571,40,27,36.85714286,29,25,26.42857143,32.625,26.625,30.53571429,22,13,19,9,1,4.571428571,14.25,6.25,11.48214286,4.1,0,0.657142857,0,0,0,0.7375,0,0.117857143,86,75,80.28571429,65,31,41.42857143,75.5,55.25,63.46428571,86,12,48.42857143,28,2,11,60.375,6.875,28.19642857,48,7,27.57142857,2,0,3,normal,normal,normal
9,2013,37,35,36.28571429,25,24,24.42857143,29.5,28.75,29.125,42,39,40.14285714,29,27,27.85714286,33.25,31.875,32.42857143,27,15,22.57142857,16,2,10.57142857,21.125,8.375,16.33928571,1.2,0,0.2,0,0,0,0.25,0,0.039285714,85,69,80,38,32,34.57142857,66.25,55.875,61.375,46,15,28.14285714,10,0,6.285714286,24.75,10.875,16.21428571,97,55,79,4,2,3,normal,normal,normal
10,2013,36,35,35.42857143,25,24,24.42857143,29.375,28.25,28.71428571,42,39,39.71428571,28,27,27.57142857,32.625,31.5,32,27,18,21.57142857,10,2,4.428571429,15.75,9.125,11.78571429,0.1,0,0.014285714,0,0,0,0.0125,0,0.001785714,84,70,75.57142857,39,34,35.85714286,64.75,55.125,59.32142857,39,18,29,12,3,6.857142857,23.875,10.375,17.10714286,90,48,69,7,0,1,normal,normal,normal
11,2013,37,35,36,26,24,24.85714286,29.625,28.25,29.07142857,43,39,41,29,27,28.42857143,33.75,31.375,32.89285714,25,18,21.57142857,10,3,6.571428571,14.875,10.75,13.32142857,1.1,0,0.385714286,0,0,0,0.15,0,0.05,89,77,83.42857143,42,37,39.14285714,67.5,60.75,65.08928571,70,32,56.57142857,15,10,12.57142857,46.25,22.875,31.26785714,41,0,20.71428571,7,2,3,normal,normal,normal
12,2013,37,35,36.57142857,26,24,25,30.5,28.75,29.55357143,44,39,41.85714286,31,28,29.28571429,36.375,32.375,33.83928571,26,20,23.14285714,12,3,6.428571429,16.25,12.25,13.58928571,5.9,0,1.3,0,0,0,0.7375,0,0.201785714,92,80,85.14285714,44,36,39.14285714,66.875,63.625,65.05357143,85,32,56.71428571,28,5,11.42857143,40.375,18.625,30.66071429,41,0,20.71428571,7,1,4,normal,normal,normal
13,2013,37,36,36.14285714,27,26,26.14285714,30.75,29.75,30.05357143,42,41,41.42857143,32,30,30.71428571,35.625,34.375,34.82142857,25,21,22.57142857,12,6,9,16.125,13,14.78571429,1.7,0,0.914285714,0,0,0,0.2125,0,0.114285714,85,82,84.28571429,44,37,41.57142857,67,63.5,66.01785714,87,46,61.14285714,19,9,15.14285714,36.75,23.875,31.23214286,90,48,69,5,0,4,normal,normal,normal
14,2013,38,35,35.71428571,28,27,27.14285714,31.625,30.125,30.60714286,44,41,42.85714286,34,31,32.57142857,38.125,35.625,36.67857143,28,18,22.28571429,12,3,7.714285714,16,12.125,14.25,5.2,0,3,0,0,0,0.65,0,0.4,87,80,83.28571429,51,38,46.28571429,69.75,64.5,67.73214286,59,32,46,23,8,17.14285714,34,19.25,28.60714286,97,62,82,5,5,2,warning,warning,normal
15,2013,37,31,34.42857143,27,26,26.42857143,30.5,28.25,29.58928571,42,34,39.42857143,33,29,31.14285714,35.75,31.75,34.30357143,30,15,20.71428571,11,4,8,15.5,9.5,12.92857143,4.1,0,1.314285714,0,0,0,0.9625,0,0.25,85,75,80.85714286,56,36,45.57142857,73.25,60.25,66.33928571,87,31,52.71428571,30,6,17,44.75,14.875,32.33928571,55,14,34.42857143,11,4,1,warning,warning,normal
16,2013,37,35,35.85714286,27,26,26.85714286,31,29.875,30.55357143,42,39,41,32,31,31.57142857,36.625,34.375,35.64285714,32,15,21.85714286,10,3,6.714285714,16.125,11.625,13.28571429,5.1,0,1.642857143,0,0,0,0.65,0,0.214285714,83,76,79.42857143,44,39,41.28571429,65,60.75,62.89285714,73,22,54.28571429,21,7,14.28571429,39,18,30.14285714,28,0,11,21,2,0,danger,warning,normal
17,2013,36,30,33.85714286,27,26,26.42857143,30,28.125,29.5,42,35,39.71428571,32,31,31.42857143,36.375,32.5,34.85714286,25,11,19,9,2,5.714285714,14.875,6.625,11.58928571,13.3,0,3.214285714,0,0,0,1.6625,0,0.419642857,87,82,84.71428571,66,43,50.14285714,75,66.75,69.82142857,100,38,66.14285714,46,6,17,62.625,17.125,35.64285714,76,34,55,15,7,2,warning,warning,normal
18,2013,37,35,35.85714286,28,26,27,30.875,30.125,30.48214286,44,41,42.57142857,34,31,32.71428571,37.75,36,36.91071429,25,13,18.14285714,10,2,5,13.875,8.625,11,7.1,0,2.457142857,0,0,0,0.9,0,0.3125,87,79,83.57142857,49,40,43.71428571,69.5,63.625,66.58928571,63,25,40.85714286,18,4,10.14285714,30.75,15.875,22.32142857,97,69,85,13,7,3,warning,warning,normal
19,2013,36,34,35,28,27,27.42857143,30.875,30,30.41071429,43,42,42.57142857,34,33,33.57142857,38.25,36.625,37.46428571,29,9,18.42857143,6,1,4.285714286,12.625,5.125,9.767857143,5.7,0.2,2.685714286,0,0,0,0.95,0.025,0.3875,88,83,84.71428571,53,45,49.57142857,72.875,67.75,70.44642857,68,23,53.42857143,23,9,14,43.375,16.5,30.83928571,62,21,41.28571429,13,12,4,warning,warning,normal
20,2013,36,34,34.85714286,28,26,27.14285714,31.125,29.25,30.25,45,41,42.42857143,34,31,33,38.375,35.5,36.94642857,29,15,20.28571429,10,4,7.428571429,13.625,10.75,12.28571429,9.4,2.5,4.928571429,0,0,0,1.2,0.4,0.735714286,87,82,85.14285714,54,45,51.14285714,74.25,67,71.41071429,66,33,48.57142857,22,9,15.85714286,36.5,20.5,28.875,21,0,9,16,14,3,warning,danger,normal
21,2013,35,34,34.42857143,27,26,26.14285714,29.875,29.25,29.58928571,43,40,41.57142857,33,30,31.71428571,37.125,35.375,36.14285714,29,17,20.42857143,10,6,7.857142857,14.5,11.375,12.71428571,6.4,0.3,3.328571429,0,0,0,1.2875,0.0375,0.510714286,89,86,87.71428571,58,49,52.57142857,76,71.5,73.55357143,54,35,44,14,8,12.14285714,30.25,16.125,24.92857143,69,28,48.14285714,16,13,6,warning,warning,normal
22,2013,35,33,34,26,25,25.71428571,29.5,28.75,29.03571429,42,39,41.14285714,32,30,31,36.5,33.875,35.05357143,26,12,18.71428571,9,3,5.285714286,13.625,7.25,10.39285714,5.7,0,3.928571429,0,0,0,0.9625,0,0.575,90,84,86.71428571,58,49,54.14285714,75.375,72.75,74.01785714,85,32,51,21,8,14.57142857,39.5,20,27.67857143,97,76,88,22,15,2,danger,warning,normal
23,2013,36,33,34.42857143,26,25,25.71428571,30,28.25,29.30357143,45,38,42,32,29,30.42857143,37.125,33.375,35.375,23,12,17.57142857,12,1,6.285714286,16.625,8.25,11.10714286,7.5,0,3,0,0,0,0.9375,0,0.382142857,91,84,88.28571429,57,47,53.14285714,77.875,71.75,74.39285714,100,35,52.85714286,28,10,17.57142857,53.875,20.375,31.10714286,76,34,55,20,15,6,warning,warning,normal
24,2013,34,28,30.28571429,26,24,24.71428571,29.125,26,26.92857143,42,33,36,32,28,29.14285714,35.75,30,31.76785714,22,17,19.57142857,13,5,8.571428571,16.5,11.25,13.67857143,3.6,1.6,2.328571429,0,0,0,0.6,0.25,0.414285714,97,89,93.57142857,79,57,70.71428571,89,78,85.16071429,94,43,80.42857143,49,13,31.14285714,68.375,28.125,54.39285714,28,0,11,21,19,6,warning,danger,normal
25,2013,31,30,30.71428571,25,24,24.71428571,27.75,26.75,27.17857143,39,36,37.42857143,30,28,29.14285714,33.375,31.375,32.35714286,28,15,22.14285714,16,5,12.14285714,20,10.125,16.66071429,9.7,1.6,4.214285714,0,0,0,1.5,0.225,0.848214286,97,92,94.14285714,74,69,70.85714286,88.375,83.75,85.67857143,100,54,76.28571429,45,12,23.57142857,69,29.375,47.08928571,55,14,34.42857143,24,17,2,warning,warning,normal
26,2013,34,33,33.57142857,25,24,24.85714286,29.125,28,28.41071429,41,41,41,31,28,29.57142857,35.25,33.875,34.33928571,20,14,16.42857143,10,7,8,13.625,10.875,12.21428571,3.7,0,2,0,0,0,0.525,0,0.2875,94,89,92.14285714,56,50,54.57142857,78.875,74,77.375,63,33,45.14285714,18,7,11.71428571,27.375,19.75,23.80357143,97,62,81,28,14,2,danger,warning,normal
27,2013,33,31,31.85714286,25,24,24.57142857,28,26.625,27.39285714,40,37,39,30,27,28.71428571,33.625,31.625,32.80357143,24,12,18.57142857,11,2,4.285714286,13.5,8.25,9.982142857,6.7,0.8,3.357142857,0,0,0,1,0.125,0.544642857,96,93,95,69,59,64,84.375,81.5,83.32142857,100,64,79.28571429,36,22,30.28571429,62.375,45.625,53.125,83,41,62,24,18,0,warning,danger,normal
28,2013,34,31,32.85714286,25,24,24.42857143,28.875,26.75,27.875,41,37,39.42857143,30,28,28.57142857,34.75,31.25,32.89285714,28,13,19,11,3,6.857142857,16.125,7.5,12.33928571,7.1,0,1.285714286,0,0,0,0.8875,0,0.175,95,91,93,62,54,56.57142857,84.25,75.375,78.92857143,100,32,59.42857143,39,7,20.14285714,72.875,17.875,37.16071429,34,0,14.85714286,18,6,3,warning,warning,normal
29,2013,30,27,28.57142857,24,23,23.71428571,26.5,24.75,25.53571429,36,31,33.14285714,28,26,26.85714286,30.875,28.25,29.23214286,27,22,24,15,9,12.57142857,20,13.875,17.80357143,6.3,0.5,2.314285714,0,0,0,0.7875,0.075,0.398214286,97,93,95.57142857,82,69,76,92.625,85.125,89.03571429,100,100,100,64,42,53.57142857,84.5,61.125,74.26785714,48,7,27.57142857,8,11,0,normal,warning,normal
30,2013,32,27,30.42857143,25,23,24,27.625,25.125,26.75,39,31,36.14285714,29,27,27.85714286,32.875,28.375,31.21428571,28,17,22.14285714,13,9,11.42857143,18.125,14.25,15.82142857,2.5,0.3,1.271428571,0,0,0,0.35,0.0375,0.210714286,97,91,93.85714286,85,61,67.85714286,93,79.125,83.98214286,100,43,65,58,16,27.85714286,79.625,30.875,43.08928571,97,55,76,4,12,1,normal,warning,normal
31,2013,33,28,30.57142857,25,24,24.28571429,27.625,26,26.71428571,39,33,36.28571429,30,27,27.85714286,33.625,29.625,31.21428571,29,11,19.71428571,15,1,9.285714286,20.875,6.5,14.57142857,8.1,0,3.071428571,0,0,0,1.2125,0,0.5625,96,90,94,75,55,67.14285714,88.125,78.875,83.89285714,100,64,81.28571429,46,15,30.57142857,73.5,39.375,55.14285714,97,55,76,4,15,2,normal,danger,normal
32,2013,32,30,31.57142857,25,24,24.71428571,27.625,26.625,27.17857143,39,36,38.28571429,30,28,28.28571429,33.25,31,32.16071429,26,16,20.42857143,10,4,6.428571429,14.375,10.625,12.78571429,5.3,0,2.8,0,0,0,1.0875,0,0.528571429,97,93,94.57142857,72,60,64.71428571,86.875,81.375,84.07142857,100,38,84.57142857,48,18,28.85714286,62.875,29.5,51.58928571,48,7,27.57142857,2,12,0,normal,warning,normal
33,2013,34,30,32.14285714,25,24,24.28571429,28.5,26.25,27.42857143,39,35,37.57142857,29,27,28,32.625,30.25,32,27,18,23.57142857,15,7,11,21,13.375,16.80357143,6.8,0.2,2.914285714,0,0,0,0.925,0.025,0.408928571,95,91,92.57142857,68,50,58.71428571,86.625,74.5,79.69642857,100,29,61.57142857,45,7,18.85714286,55.25,16,34.83928571,34,0,14.85714286,7,8,3,normal,warning,normal
34,2013,34,31,32.14285714,25,24,24.57142857,28.625,27,27.53571429,38,36,37.28571429,29,27,28,32.125,30.875,31.53571429,30,16,25.71428571,20,8,14.28571429,24.875,11.25,19.625,4.3,0.1,2.414285714,0,0,0,0.75,0.0125,0.417857143,91,87,89.28571429,67,48,59.57142857,80.625,69.875,77.66071429,85,36,63.14285714,29,5,19.28571429,56.375,20.5,39.5,83,41,62,1,6,4,normal,normal,normal
35,2013,34,32,32.71428571,25,24,24.42857143,28.25,27,27.76785714,41,38,39.71428571,30,28,28.85714286,34.25,31.375,33.08928571,23,13,18.42857143,12,3,6.857142857,15.125,9.125,12.08928571,3.7,0,1.2,0,0,0,0.5375,0,0.194642857,94,89,92.28571429,65,51,58.85714286,82.25,74.75,79.26785714,80,40,58.14285714,37,9,19.85714286,57.875,16.5,33.94642857,97,62,84,1,5,4,normal,normal,normal
36,2013,34,31,32.71428571,26,24,24.85714286,28.5,27.375,28,44,38,41.14285714,31,28,29,34.75,32.25,33.78571429,19,10,15.28571429,4,0,2,9.375,7.125,7.875,6.6,0.1,3.542857143,0,0,0,1.3875,0.025,0.6125,92,89,90.42857143,66,55,60.14285714,81.125,76.375,79.03571429,85,48,62.42857143,26,10,17.57142857,44.625,26.5,35.05357143,55,14,34.42857143,0,1,0,normal,normal,normal
37,2013,32,29,30.85714286,25,24,24.28571429,27.375,26.25,26.83928571,39,34,36.85714286,29,28,28.28571429,32.75,30.375,31.66071429,21,14,18.14285714,11,2,5.857142857,15,7.375,11.33928571,7.6,0.5,2.442857143,0,0,0,1.175,0.1,0.371428571,96,92,93.85714286,78,61,67,89.125,79.625,84.17857143,100,56,82.85714286,47,20,35.57142857,71.5,36.875,56.08928571,28,0,11,1,8,4,normal,normal,normal
38,2013,31,27,29.42857143,24,23,23.85714286,27,25.25,26.10714286,37,31,34.42857143,28,27,27.14285714,31.125,29,30,29,21,26.14285714,19,11,13.85714286,22.25,16.75,20.14285714,4.9,0.8,3.028571429,0,0,0,1.0125,0.1875,0.578571429,96,93,94.71428571,82,66,72.28571429,91,83.375,86.53571429,100,65,89,47,31,36.71428571,83.75,51.875,61.01785714,76,34,55,1,7,3,normal,normal,normal
39,2013,31,29,30.57142857,25,23,24.28571429,27.125,26.375,26.69642857,38,35,36.57142857,29,27,28,32.125,30.625,31.32142857,23,15,19.85714286,13,5,8.285714286,17.125,11.5,14.19642857,6.5,0.2,3.157142857,0,0,0,1.1875,0.025,0.571428571,97,93,95,75,64,68.28571429,87.5,83.375,85.05357143,89,59,72.85714286,37,22,27.85714286,55.5,39.5,47.08928571,97,76,88,0,9,6,normal,normal,warning
40,2013,31,29,30.14285714,24,23,23.71428571,26.625,25.875,26.21428571,38,34,36,28,27,27.42857143,31.375,29.75,30.58928571,29,18,22.14285714,10,5,7.714285714,15.875,11.5,13.57142857,6,2.7,4.385714286,0,0,0,1.175,0.6125,0.796428571,98,96,96.71428571,75,63,69.85714286,90,84.375,87.48214286,100,63,87,47,21,33.42857143,69.875,45.5,56.85714286,69,28,48.14285714,0,6,14,normal,normal,danger
41,2013,32,30,31,24,23,23.71428571,27.25,26.25,26.83928571,40,36,38.28571429,28,27,27.42857143,32.625,30.875,32.07142857,20,8,14.28571429,10,0,3,13.875,4,8.214285714,9,0.8,3.314285714,0,0,0,1.6625,0.125,0.598214286,97,93,95.14285714,72,63,68.28571429,86.875,81.875,84.46428571,90,41,59.57142857,39,11,21.28571429,57.5,29.25,40.48214286,21,0,9,0,4,8,normal,normal,warning
